ID;Lat;Long;UTM X (m);UTM Y (m) ;Depth (m);Elev (m);Year;Month;Day;Hour;Minute;OT(sec);RMS error;N Phases;GAP;PDF errXX +/- (m);PDF errYY +/- (m);PDF errZZ +/- (m)
3002;-1.647857885;101.1412707;738227.679;9817733.631;223.011;-223.011;2023;7;19;3;7;20.173221;0.0461057;24;310.761;403.522087;247.003195;699.016082
3003;-1.633585185;101.1522182;739447.917;9819311.012;1188.92;-1188.92;2023;7;19;3;8;37.713387;0.0166295;12;300.085;226.242192;182.914924;150.942342
3004;-1.638710669;101.1400577;738093.75;9818745.536;1146.307;-1146.307;2023;7;19;3;10;29.884404;0.00953377;8;306.656;214.422102;102.761407;120.869859
3005;-1.637632366;101.1419282;738302.083;9818864.583;677.557;-677.557;2023;7;19;3;11;7.88559;0.0281908;26;281.823;145.557452;108.035959;117.800507
3006;-1.636429277;101.1347076;737498.512;9818998.512;933.239;-933.239;2023;7;19;3;12;10.797689;0.0024422;8;281.388;139.332652;80.752189;107.81641
3007;-1.640251865;101.1456075;738711.31;9818574.405;1451.705;-1451.705;2023;7;19;3;14;29.637367;0.0177316;10;328.389;527.975305;219.222442;423.852008
3008;-1.640956918;101.1467781;738841.518;9818496.28;-341.619;341.619;2023;7;19;3;14;38.364192;0.0147141;14;304.587;104.296189;74.772985;153.543304
3009;-1.639116581;101.1379191;737855.655;9818700.893;464.489;-464.489;2023;7;19;3;17;13.872554;0.0144389;8;299.477;281.471756;138.777023;184.987669
3010;-1.635200487;101.1514177;739358.631;9819132.44;848.011;-848.011;2023;7;19;3;22;8.320467;0.0171412;16;302.453;339.728001;347.81568;334.454066
3011;-1.637902735;101.1407253;738168.155;9818834.821;791.193;-791.193;2023;7;19;3;23;0.503089;0.0297777;24;263.291;106.482979;101.593694;127.088264
3012;-1.640185827;101.1444711;738584.821;9818581.845;208.807;-208.807;2023;7;19;3;23;19.364235;0.0295036;24;296.052;199.409444;124.958401;223.220631
3013;-1.642881176;101.1401958;738108.631;9818284.226;279.83;-279.83;2023;7;19;3;23;22.772053;0.0308798;22;292.985;157.033784;106.525238;142.631803
3014;-1.637906182;101.1375167;737811.012;9818834.821;961.648;-961.648;2023;7;19;3;23;38.40296;0.0124398;10;234.685;96.982001;93.102017;112.705495
3015;-1.639349257;101.1404929;738142.113;9818674.851;375.71;-375.71;2023;7;19;3;24;8.747039;0.0252576;22;274.531;99.194365;80.556441;90.700478
3016;-1.638609305;101.1404921;738142.113;9818756.696;418.324;-418.324;2023;7;19;3;24;11.844562;0.0357707;22;267.81;148.923456;82.869424;148.772566
3017;-1.643421344;101.1383247;737900.298;9818224.702;961.648;-961.648;2023;7;19;3;24;18.099314;0.0305118;18;287.526;174.297761;136.029067;189.843372
3018;-1.63720169;101.1358114;737621.28;9818912.946;489.347;-489.347;2023;7;19;3;26;25.941019;0.0234322;22;222.208;122.18207;79.82853;81.966773
3019;-1.64195678;101.124018;736308.036;9818388.393;237.216;-237.216;2023;7;19;3;26;54.457299;0.0135171;12;289.347;341.264941;121.087969;362.081921
3020;-1.637761288;101.1471423;738882.44;9818849.702;1146.307;-1146.307;2023;7;19;3;28;6.323373;0.0210664;16;297.213;307.940372;207.692674;323.017991
3021;-1.634675998;101.1387165;737944.94;9819191.964;1132.102;-1132.102;2023;7;19;3;28;11.300041;0.00445152;8;232.823;153.934216;84.384649;108.746738
3022;-1.638356509;101.1565682;739931.548;9818782.738;656.25;-656.25;2023;7;19;3;29;4.271108;0.0382693;12;322.272;328.813937;214.763435;292.740979
3023;-1.611221548;101.1175018;735586.31;9821788.69;-1815.341;1815.341;2023;7;19;3;31;50.971615;0.0122108;8;334.847;139.073043;313.08312;680.129115
3024;-1.645039388;101.1349841;737528.274;9818046.131;649.148;-649.148;2023;7;19;3;37;19.664874;0.00680845;8;324.592;188.643269;125.332147;148.285057
3025;-1.641806893;101.138323;737900.298;9818403.274;1004.261;-1004.261;2023;7;19;3;39;24.284635;0.00601072;8;317.953;188.902728;102.516791;117.358054
3026;-1.638455495;101.1270893;736650.298;9818775.298;720.17;-720.17;2023;7;19;3;48;22.112302;0.00402933;8;310.769;1363.015967;403.561451;947.766559
3027;-1.644762814;101.1419358;738302.083;9818075.893;535.511;-535.511;2023;7;19;19;1;51.081684;0.0384133;22;304.049;405.810846;155.431267;276.626928
3028;-1.643289973;101.1353833;737572.917;9818239.583;194.602;-194.602;2023;7;20;1;15;46.231755;0.0213031;22;298.414;184.549927;84.306386;75.952711
3029;-1.642148059;101.1338447;737401.786;9818366.071;116.477;-116.477;2023;7;20;1;16;25.08545;0.0235197;12;295.629;209.161693;121.190688;170.405789
3030;-1.631667501;101.1212665;736002.976;9819526.786;1338.068;-1338.068;2023;7;20;1;18;27.236277;0.0126459;12;280.141;783.079785;660.727171;680.576621
3031;-1.644359202;101.1419354;738302.083;9818120.536;95.17;-95.17;2023;7;20;16;59;18.796322;0.0307259;26;303.031;109.893053;95.05373;120.857811
3032;-1.642626325;101.12696;736635.417;9818313.988;-203.125;203.125;2023;7;21;6;50;53.010944;0.0248927;18;290.021;181.773227;86.896927;214.204476
3033;-1.65176583;101.1353924;737572.917;9817302.083;-4.261;4.261;2023;7;21;12;31;45.828832;0.0515806;24;313.012;148.201119;137.91715;190.535907
3034;-1.644901104;101.13846;737915.179;9818061.012;194.602;-194.602;2023;7;23;3;56;19.480658;0.0290693;26;302.777;122.956072;118.363644;110.668077
3035;-1.597509349;101.1070597;734425.595;9823306.548;-1048.295;1048.295;2023;7;26;0;17;42.295181;0.0378184;16;297.37;216.589595;75.772459;530.161254
3036;-1.594965866;101.0946238;733041.667;9823589.286;7232.955;-7232.955;2023;7;26;23;34;33.978464;0.0444021;26;313.505;746.308083;346.111539;472.336932
3037;-1.637208489;101.129461;736914.435;9818912.946;-263.494;263.494;2023;7;31;23;41;35.372419;0.0126649;12;282.674;127.834634;71.543508;71.815782
