ID;Lat;Long;UTM X (m);UTM Y (m) ;Depth (m);Elev (m);Year;Month;Day;Hour;Minute;OT(sec);RMS error;N Phases;GAP;PDF errXX +/- (m);PDF errYY +/- (m);PDF errZZ +/- (m)
3065;-1.626371456;101.1671169;741107.143;9820107.143;-1375;1375;2023;8;25;22;9;50.97884;0.0143987;8;304.163;435.890451;617.181882;518.815536
3066;-1.640979585;101.1569052;739968.75;9818492.56;436.08;-436.08;2023;8;25;22;11;54.895181;0.0155495;10;320.998;328.272688;166.705487;396.382918
3067;-1.634870405;101.1456018;738711.31;9819169.643;1991.477;-1991.477;2023;8;25;22;12;15.200615;0.00938587;8;273.01;793.659225;224.751313;884.235793
3068;-1.640572211;101.1603807;740355.655;9818537.202;9.943;-9.943;2023;8;25;22;14;11.648705;0.0154071;10;320.149;726.935833;287.9716;589.233977
3069;-1.635734725;101.1550279;739760.417;9819072.917;634.943;-634.943;2023;8;28;21;39;39.0935;0.0104098;10;314.129;177.67037;162.898953;164.170079
3070;-1.649214379;101.1309778;737081.845;9817584.821;-274.148;274.148;2023;8;28;22;8;57.285625;0.0182;14;319.014;258.691854;136.685648;347.726865
3071;-1.63723292;101.1380508;737870.536;9818909.226;407.67;-407.67;2023;8;29;14;22;51.032129;0.0356609;22;226.614;242.070055;96.000186;171.728247
3072;-1.64140788;101.1340444;737424.107;9818447.917;933.239;-933.239;2023;8;29;18;13;50.738221;0.0206559;18;287.603;105.113748;87.427164;94.241604
3073;-1.643238112;101.1210112;735973.214;9818247.024;-1985.795;1985.795;2023;8;29;18;14;32.948464;0.0243369;8;308.3;621.721519;290.534105;886.511881
3074;-1.639450126;101.1405264;738145.833;9818663.69;1338.068;-1338.068;2023;8;30;1;31;17.674201;0.0104416;8;316.342;1003.680103;426.007741;1048.98178
3075;-1.642194035;101.1535642;739596.726;9818358.631;80.966;-80.966;2023;8;30;5;46;14.454757;0.00244346;8;326.369;722.210764;292.0267;379.646763
3076;-1.636211453;101.149614;739157.738;9819020.833;372.159;-372.159;2023;8;30;5;46;27.077692;0.0236932;8;300.86;534.189236;176.458745;325.566499
3077;-1.639235694;101.1522242;739447.917;9818686.012;521.307;-521.307;2023;8;30;5;47;3.690605;0.0208129;10;316.71;923.03746;235.888886;199.838704
3078;-1.640066667;101.1301659;736992.56;9818596.726;748.58;-748.58;2023;8;30;5;47;5.547472;0.0120097;10;297.662;281.741733;234.095662;362.882905
3079;-1.637575781;101.1319681;737193.452;9818872.024;741.477;-741.477;2023;8;30;5;47;14.060769;0.0141919;8;286.007;1134.476972;343.486812;451.901441
3080;-1.641393475;101.1474136;738912.202;9818447.917;1245.739;-1245.739;2023;8;30;5;47;22.737172;0.0115122;10;330.31;209.53771;159.740559;142.10305
3081;-1.636147278;101.1467396;738837.798;9819028.274;308.239;-308.239;2023;8;30;5;47;28.44303;0.0194986;14;291.741;151.940855;81.653244;102.434118
3082;-1.639651424;101.1409945;738197.917;9818641.369;776.989;-776.989;2023;8;30;5;47;37.996001;0.00166102;8;336.458;306.915571;156.71003;130.656343
3083;-1.641927571;101.1511575;739328.869;9818388.393;-245.739;245.739;2023;8;30;5;47;51.206836;0.00802552;8;327.868;378.178308;365.284981;290.114017
3084;-1.644366699;101.1349834;737528.274;9818120.536;663.352;-663.352;2023;8;30;5;50;21.99936;0.0122063;12;304.216;286.374069;113.536731;204.020243
3085;-1.638333103;101.1471095;738878.72;9818786.458;468.04;-468.04;2023;8;30;5;50;28.252857;0.0371141;14;313.752;746.100528;158.223487;271.758242
3086;-1.643336501;101.1545682;739708.333;9818232.143;1948.864;-1948.864;2023;8;30;14;17;58.832345;0.0100898;8;328.689;1298.945948;545.765183;1213.162355
3087;-1.636211165;101.1498814;739187.5;9819020.833;1224.432;-1224.432;2023;8;30;14;22;58.086284;0.0130544;8;301.015;940.114315;530.345991;1133.72995
3088;-1.643925961;101.138225;737889.137;9818168.899;-504.972;504.972;2023;8;30;14;35;52.645138;0.0236673;26;289.817;81.339482;67.805376;107.502459
