ID;Lat;Long;UTM X (m);UTM Y (m) ;Depth (m);Elev (m);Year;Month;Day;Hour;Minute;OT(sec);RMS error;N Phases;GAP;PDF errXX +/- (m);PDF errYY +/- (m);PDF errZZ +/- (m)
3101;-1.639923232;101.1384547;737915.179;9818611.607;734.375;-734.375;2023;9;14;16;7;43.030211;0.0212819;12;271.563;140.343653;132.421825;154.256358
3102;-1.637850862;101.1263533;736568.452;9818842.262;-224.432;224.432;2023;9;14;16;10;57.361676;0.00675283;8;291.416;916.643021;682.130233;856.008892
3103;-1.644025533;101.1394617;738026.786;9818157.738;855.114;-855.114;2023;9;14;16;11;12.314833;0.00649107;8;336.388;563.138964;138.327341;393.273826
3104;-1.643891428;101.1390605;737982.143;9818172.619;1323.864;-1323.864;2023;9;14;16;11;17.975984;0.00352773;8;334.213;1069.506218;193.227353;945.902453
3105;-1.641907042;101.139025;737978.423;9818392.113;652.699;-652.699;2023;9;14;16;23;25.431857;0.0180791;26;281.696;68.849934;78.829882;72.054211
3106;-1.644833623;101.1386604;737937.5;9818068.452;911.932;-911.932;2023;9;14;16;23;33.898537;0.0362999;24;295.379;176.163179;163.821375;160.18109
3107;-1.645436078;101.1414018;738242.56;9818001.488;464.489;-464.489;2023;9;14;16;23;52.762674;0.0255285;18;305.328;175.045759;113.223443;183.117929
3108;-1.643427243;101.1328433;737290.179;9818224.702;1132.102;-1132.102;2023;9;14;16;23;59.078159;0.0281676;18;280.78;96.54286;123.133226;119.183926
3109;-1.647459618;101.1363236;737677.083;9817778.274;1188.92;-1188.92;2023;9;14;16;24;4.688811;0.0223913;14;314.673;317.74583;169.879067;300.26316
3110;-1.640495913;101.1376197;737822.173;9818548.363;404.119;-404.119;2023;9;14;16;24;13.521952;0.0262228;26;264.367;80.092198;86.52749;84.135641
3111;-1.639215942;101.1393563;738015.625;9818689.732;382.812;-382.812;2023;9;14;16;24;25.413854;0.0279038;22;262.224;71.900153;78.505174;71.774727
3112;-1.644025821;101.1391944;737997.024;9818157.738;684.659;-684.659;2023;9;14;16;24;54.752989;0.0200025;10;328.457;581.054389;141.481594;498.130796
3113;-1.645036074;101.138059;737870.536;9818046.131;649.148;-649.148;2023;9;14;16;24;59.37826;0.051028;22;294.565;262.955418;180.242815;308.554477
3114;-1.642349933;101.133778;737394.345;9818343.75;123.58;-123.58;2023;9;14;16;25;6.482287;0.0282397;22;273.288;278.835314;115.125647;214.998351
3115;-1.641395208;101.1458093;738733.631;9818447.917;-61.08;61.08;2023;9;14;16;25;25.752631;0.0178153;16;330.374;133.998873;101.817128;124.834395
3116;-1.641398527;101.1427344;738391.369;9818447.917;620.739;-620.739;2023;9;14;16;25;28.452398;0.0138387;10;329.672;189.973719;97.162915;128.106686
3117;-1.633347743;101.122672;736159.226;9819340.774;365.057;-365.057;2023;9;14;16;25;34.354244;0.00638011;8;310.397;2244.381479;248.843669;781.600379
3118;-1.642760148;101.1276286;736709.821;9818299.107;-1992.898;1992.898;2023;9;14;16;25;42.667775;0.013759;8;320.65;284.852941;115.070825;573.667883
3119;-1.640226622;101.13782;737844.494;9818578.125;524.858;-524.858;2023;9;14;16;25;48.118899;0.00893234;10;307.679;124.336071;73.629621;87.001265
3120;-1.637403277;101.1360121;737643.601;9818890.625;347.301;-347.301;2023;9;14;16;25;56.819179;0.0082083;8;284.139;125.008181;73.340558;82.17801
3121;-1.637800068;101.1423629;738350.446;9818845.982;460.937;-460.937;2023;9;14;16;26;2.757131;0.0255844;26;283.657;85.239501;77.772419;81.715905
3122;-1.638846213;101.139122;737989.583;9818730.655;649.148;-649.148;2023;9;14;16;26;23.649284;0.0268813;26;256.201;118.095303;103.289918;97.91703
3123;-1.639176444;101.1448042;738622.024;9818693.452;1565.341;-1565.341;2023;9;14;16;26;34.959325;0.0328523;14;325.877;205.186109;119.690799;107.261663
3124;-1.645166859;101.1415352;738257.44;9818031.25;322.443;-322.443;2023;9;14;16;26;48.50124;0.0167202;16;328.954;465.060571;328.415137;429.499543
3125;-1.645976827;101.1389959;737974.702;9817941.964;-1609.375;1609.375;2023;9;14;16;27;6.152468;0.0228135;16;321.651;118.03887;83.20595;249.308346
3126;-1.641265287;101.141531;738257.44;9818462.798;649.148;-649.148;2023;9;14;16;27;14.245647;0.017861;12;329.632;197.480524;126.994138;208.680147
3127;-1.637196236;101.1408917;738186.756;9818912.946;311.79;-311.79;2023;9;14;16;27;17.692638;0.0263134;26;256.1;82.508533;75.648612;99.269069
3128;-1.635210417;101.142193;738331.845;9819132.44;492.898;-492.898;2023;9;14;16;27;22.957502;0.0143294;10;229.061;130.517467;119.872777;175.838761
3129;-1.638847793;101.1376514;737825.893;9818730.655;634.943;-634.943;2023;9;14;16;27;30.119411;0.017969;10;296.56;501.041044;209.311422;157.39248
3130;-1.63629216;101.1371139;737766.369;9819013.393;1203.125;-1203.125;2023;9;14;16;27;36.080619;0.016137;10;268.718;267.20974;112.091505;133.247624
3131;-1.638333752;101.1465079;738811.756;9818786.458;205.256;-205.256;2023;9;14;16;28;5.156149;0.0431232;24;297.002;111.939452;85.404578;91.31802
3132;-1.643010518;101.1450089;738644.345;9818269.345;24.148;-24.148;2023;9;14;16;28;10.981918;0.0306607;24;303.604;162.540193;98.084523;175.022062
3133;-1.638849516;101.1360471;737647.321;9818730.655;748.58;-748.58;2023;9;14;16;28;18.735639;0.0538794;20;256.023;480.732571;155.362267;162.334831
3134;-1.6410478;101.1560363;739872.024;9818485.119;400.568;-400.568;2023;9;14;16;28;27.965281;0.0193816;8;321.385;662.65504;253.081183;514.632094
3135;-1.64098813;101.1490175;739090.774;9818492.56;-458.807;458.807;2023;9;14;16;28;40.484118;0.0311406;20;308.614;184.211057;137.597481;325.636968
3136;-1.642620015;101.1328425;737290.179;9818313.988;705.966;-705.966;2023;9;14;16;28;47.260618;0.0356366;14;299.121;261.772086;133.37274;208.238599
3137;-1.643687102;101.1413999;738242.56;9818194.94;436.08;-436.08;2023;9;14;16;28;51.578746;0.042074;20;308.208;194.355346;134.775403;163.688262
3138;-1.643704353;101.1253568;736456.845;9818194.94;-345.17;345.17;2023;9;14;16;29;41.083231;0.0123354;10;308.533;145.56018;115.24287;486.381003
3139;-1.640727002;101.1416641;738272.321;9818522.321;450.284;-450.284;2023;9;14;16;29;46.228926;0.0143285;10;328.56;216.996665;95.736453;151.318395
3140;-1.644492151;101.1434062;738465.774;9818105.655;294.034;-294.034;2023;9;14;16;29;52.261738;0.0198299;14;334.373;362.923029;181.249351;324.890843
3141;-1.642471792;101.1455431;738703.869;9818328.869;336.648;-336.648;2023;9;14;16;32;8.396723;0.0244357;26;303.333;106.369791;81.052383;112.69649
3142;-1.638440588;101.1409933;738197.917;9818775.298;350.852;-350.852;2023;9;14;16;32;17.740158;0.0313633;20;273.342;122.139448;110.433783;144.698228
3143;-1.63990519;101.1551661;739775.298;9818611.607;-757.102;757.102;2023;9;14;16;32;30.693599;0.0176394;14;318.123;196.304635;101.674013;423.906139
3144;-1.63904752;101.1395901;738041.667;9818708.333;471.591;-471.591;2023;9;14;16;32;37.113818;0.0280549;26;262.488;123.769091;98.566049;92.671392
3145;-1.643425086;101.1348487;737513.393;9818224.702;961.648;-961.648;2023;9;14;16;32;59.114955;0.0298536;16;300.327;216.026987;147.74458;174.114378
3146;-1.635936895;101.1546939;739723.214;9819050.595;883.523;-883.523;2023;9;14;16;34;11.011336;0.0205868;12;303.976;572.934392;542.60044;679.511201
3147;-1.640242323;101.1544311;739693.452;9818574.405;230.114;-230.114;2023;9;14;16;34;40.432994;0.0223537;10;319.437;444.770952;201.960617;767.62944
3148;-1.638708511;101.1420631;738316.964;9818745.536;464.489;-464.489;2023;9;14;16;34;47.566675;0.0204118;14;323.965;199.156583;115.148641;127.453687
3149;-1.638080766;101.1627176;740616.071;9818812.5;997.159;-997.159;2023;9;14;16;34;58.790326;0.00907635;8;316.012;605.730206;340.012327;379.431684
3150;-1.642155517;101.1268926;736627.976;9818366.071;201.705;-201.705;2023;9;14;16;36;23.41172;0.0162775;8;304.467;1055.255881;303.043887;616.546685
3151;-1.639592554;101.1331735;737327.381;9818648.81;528.409;-528.409;2023;9;14;16;38;46.270767;0.0152053;8;297.071;540.386422;126.802196;746.814016
3152;-1.642408777;101.1415991;738264.881;9818336.31;1764.205;-1764.205;2023;9;14;16;39;22.148088;0.0144778;8;344.213;1087.195486;371.711575;1077.799796
3153;-1.645429279;101.1476853;738941.964;9818001.488;95.17;-95.17;2023;9;14;16;40;10.579888;0.00920324;10;336.154;569.222529;249.867184;332.495748
3154;-1.6385856;101.1312339;737111.607;9818760.417;450.284;-450.284;2023;9;14;16;40;29.725071;0.0104149;8;291.257;1223.693589;184.909892;366.033151
3155;-1.639513574;101.1440693;738540.179;9818656.25;1089.489;-1089.489;2023;9;14;16;42;57.515501;0.022972;26;293.384;107.371033;86.987317;124.367297
3156;-1.645296914;101.1456798;738718.75;9818016.369;-103.693;103.693;2023;9;14;16;43;40.41481;0.0283226;20;313.86;118.103896;91.799998;148.960192
3157;-1.639155559;101.1329391;737301.339;9818697.173;468.04;-468.04;2023;9;14;16;48;22.347757;0.0251296;20;275.595;516.48334;140.543474;91.296757
3158;-1.639185075;101.1367827;737729.167;9818693.452;1110.795;-1110.795;2023;9;14;16;48;45.509039;0.0135832;8;302.116;1315.952032;134.137434;914.934469
3159;-1.638348384;101.1640548;740764.881;9818782.738;-1502.841;1502.841;2023;9;14;16;51;31.983447;0.0225244;8;317.32;831.441991;304.265969;482.412093
3160;-1.64239982;101.149888;739187.5;9818336.31;883.523;-883.523;2023;9;14;16;56;2.080378;0.0158966;8;330.156;694.308824;262.353823;567.66772
3161;-1.643109354;101.1469141;738856.399;9818258.185;105.824;-105.824;2023;9;14;17;0;13.881972;0.0148481;18;309.968;99.19392;73.436819;98.183444
3162;-1.632625411;101.1376782;737829.613;9819418.899;-1605.824;1605.824;2023;9;14;17;16;3.193791;0.00788003;10;212.812;156.75986;47.888686;285.452255
3163;-1.642340864;101.1422006;738331.845;9818343.75;776.989;-776.989;2023;9;14;17;16;12.594621;0.0147077;10;331.357;202.919449;151.374373;119.185037
3164;-1.643698043;101.1312393;737111.607;9818194.94;194.602;-194.602;2023;9;14;17;16;20.608754;0.018082;12;309.114;177.420848;94.684428;110.965915
3165;-1.641540119;101.1361836;737662.202;9818433.036;421.875;-421.875;2023;9;14;17;22;43.411852;0.0516622;20;268.964;136.895965;136.392211;151.120559
3166;-1.642614406;101.1380565;737870.536;9818313.988;478.693;-478.693;2023;9;14;17;23;1.672801;0.024759;24;281.921;106.591492;102.790601;107.271535
3167;-1.649404988;101.1413392;738235.119;9817562.5;144.886;-144.886;2023;9;14;17;23;3.432217;0.0282327;24;313.847;169.219335;110.605062;205.727961
3168;-1.641370475;101.1375538;737814.732;9818451.637;659.801;-659.801;2023;9;14;17;23;38.481678;0.0352827;26;271.424;80.894135;79.017566;90.354067
3169;-1.643694738;101.1343142;737453.869;9818194.94;507.102;-507.102;2023;9;14;17;24;47.472342;0.0301313;16;300.586;171.091638;122.25933;159.578607
3170;-1.642681598;101.1381234;737877.976;9818306.548;571.023;-571.023;2023;9;14;18;6;58.634264;0.0163708;10;320.507;660.457983;187.23763;438.88466
3171;-1.621396701;101.1643041;740794.643;9820657.738;-1900.568;1900.568;2023;9;14;21;33;19.927255;0.0428239;12;293.573;1463.745589;871.412348;1520.500099
3172;-1.643967541;101.1308385;737066.964;9818165.179;194.602;-194.602;2023;9;15;17;48;41.782234;0.0241811;20;295.888;438.622175;151.083472;121.689927
3173;-1.639783369;101.1434011;738465.774;9818626.488;620.739;-620.739;2023;9;15;17;50;48.409039;0.036803;18;324.973;189.391225;170.418736;202.334969
3174;-1.641526132;101.1491517;739105.655;9818433.036;919.034;-919.034;2023;9;15;17;51;9.400665;0.0188967;14;327.932;571.875216;200.770309;436.248656
3175;-1.638844344;101.14086;738183.036;9818730.655;478.693;-478.693;2023;9;18;5;36;41.986033;0.0373426;20;274.873;114.274307;89.935602;122.102955
3176;-1.643487095;101.1397285;738056.548;9818217.262;457.386;-457.386;2023;9;18;16;33;14.218442;0.0420397;18;318.677;209.7282;182.605644;235.923863
3177;-1.633521594;101.148809;739068.452;9819318.452;1565.341;-1565.341;2023;9;19;22;37;53.886677;0.0230502;18;280.133;779.286829;515.277319;277.760324
3178;-1.640058488;101.1377864;737840.774;9818596.726;606.534;-606.534;2023;9;20;20;41;28.645259;0.0387509;20;271.031;158.635411;100.245718;104.213233
3179;-1.644017154;101.1472159;738889.881;9818157.738;-224.432;224.432;2023;9;21;3;26;18.592066;0.0239465;16;308.841;144.241309;99.544277;225.163225
3180;-1.637890918;101.151688;739388.393;9818834.821;1075.284;-1075.284;2023;9;21;3;26;48.392718;0.011726;8;313.767;243.113921;138.184998;190.437459
3181;-1.639382493;101.1408606;738183.036;9818671.131;1203.125;-1203.125;2023;9;21;3;26;59.63068;0.0316357;20;278.965;165.66386;131.915369;145.325664
3182;-1.642632905;101.1208101;735950.893;9818313.988;-1268.466;1268.466;2023;9;21;3;27;59.754458;0.0214453;12;298.884;747.466023;172.350216;552.716044
3183;-1.644491139;101.144342;738569.94;9818105.655;-32.67;32.67;2023;9;21;3;28;2.728707;0.041209;18;311.19;642.880275;451.15092;383.755221
3184;-1.641126567;101.1454079;738688.988;9818477.679;436.08;-436.08;2023;9;21;3;28;44.746861;0.0408996;22;300.224;175.603222;160.89983;183.228017
3185;-1.63786055;101.1172622;735556.548;9818842.262;-1531.25;1531.25;2023;9;21;3;37;14.611401;0.0136943;8;306.696;936.494228;368.267342;1127.278082
3186;-1.64644373;101.1426729;738383.929;9817889.881;31.25;-31.25;2023;9;21;3;43;8.547568;0.0128102;10;336.778;585.274214;394.646991;589.262433
3187;-1.644226108;101.1405983;738153.274;9818135.417;180.398;-180.398;2023;9;21;3;43;36.966165;0.00403036;10;333.181;453.593356;296.770757;479.239632
3188;-1.638107912;101.1375838;737818.452;9818812.5;1622.159;-1622.159;2023;9;21;3;44;35.314834;0.0145284;8;289.288;887.04629;404.826707;567.310048
3189;-1.636492609;101.1383842;737907.738;9818991.071;1139.205;-1139.205;2023;9;21;3;45;0.401739;0.013832;8;268.205;603.677571;279.30365;364.181655
3190;-1.63713456;101.1356776;737606.399;9818920.387;418.324;-418.324;2023;9;21;3;46;23.753327;0.0400072;18;221.304;246.195667;224.79136;275.183898
3191;-1.640857502;101.1454076;738688.988;9818507.44;833.807;-833.807;2023;9;21;3;47;35.902162;0.0223421;16;299.634;222.987056;123.494273;195.41768
3192;-1.642339277;101.1436712;738495.536;9818343.75;492.898;-492.898;2023;9;21;3;47;45.476231;0.00784434;10;331.281;558.708558;447.656492;376.229435
3193;-1.638306338;101.1407257;738168.155;9818790.179;1018.466;-1018.466;2023;9;21;3;50;10.319493;0.0246029;16;270.727;340.71239;160.535227;176.638945
3194;-1.634608223;101.1391844;737997.024;9819199.405;1082.386;-1082.386;2023;9;21;3;51;53.756371;0.0309978;20;168.761;151.018329;90.414701;108.664744
3195;-1.634058868;101.1496117;739157.738;9819258.929;1338.068;-1338.068;2023;9;21;3;54;41.160775;0.0229261;10;289.792;625.555685;295.793037;193.909396
3196;-1.634788065;101.1595724;740266.369;9819177.083;919.034;-919.034;2023;9;21;3;54;56.191213;0.0199401;10;320.81;279.169649;187.601377;233.032608
3197;-1.635068689;101.1488775;739075.893;9819147.321;1146.307;-1146.307;2023;9;21;3;55;2.205158;0.0224987;12;292.127;434.923648;254.748243;135.312246
3198;-1.639444364;101.1458741;738741.071;9818663.69;883.523;-883.523;2023;9;21;3;57;10.921028;0.0359433;14;298.71;792.639478;476.646287;726.163318
3199;-1.650221176;101.1330511;737312.5;9817473.214;-1985.795;1985.795;2023;9;21;18;0;5.39241;0.0205625;16;315.959;195.568455;96.654316;353.151218
3200;-1.63457734;101.1677941;741181.548;9819199.405;-1985.795;1985.795;2023;9;21;18;0;24.665356;0.0244323;8;314.409;578.123324;494.348192;996.988578
3201;-1.639970932;101.1565699;739931.548;9818604.167;-1957.386;1957.386;2023;9;21;18;0;43.870139;0.0294975;16;318.204;356.363971;182.475837;631.225873
3202;-1.645356713;101.152565;739485.119;9818008.929;372.159;-372.159;2023;9;21;18;2;53.30678;0.0293179;16;335.629;491.669414;292.259451;389.022056
3203;-1.643281181;101.1435386;738480.655;9818239.583;393.466;-393.466;2023;9;21;18;3;1.863211;0.0363626;20;302.115;162.931184;156.420307;204.121652
3204;-1.639645227;101.1467433;738837.798;9818641.369;450.284;-450.284;2023;9;21;18;3;6.839155;0.0313592;18;301.124;221.203741;144.935281;221.857458
3205;-1.635920363;101.1699345;741419.643;9819050.595;-1247.159;1247.159;2023;9;21;18;3;55.40214;0.0278322;10;317.757;879.511941;462.915127;834.090764
3206;-1.63976761;101.1579734;740087.798;9818626.488;478.693;-478.693;2023;9;21;18;3;58.453417;0.0182305;10;317.769;646.331658;227.320697;480.391921
3207;-1.633578112;101.158769;740177.083;9819311.012;-160.511;160.511;2023;9;21;18;4;4.84707;0.0177884;10;302.127;491.357899;352.703626;506.930671
3208;-1.643415285;101.1439398;738525.298;9818224.702;393.466;-393.466;2023;9;21;18;4;8.673522;0.0303931;24;302.966;125.402188;118.535749;112.394208
3209;-1.648129418;101.1389982;737974.702;9817703.869;890.625;-890.625;2023;9;21;18;5;31.933446;0.0191098;12;335.464;247.847263;137.334913;114.799015
3210;-1.643154572;101.1361853;737662.202;9818254.464;890.625;-890.625;2023;9;21;18;5;48.377213;0.029081;14;303.056;658.039051;213.058967;235.15316
3211;-1.649694249;101.1226224;736151.786;9817532.738;2.841;-2.841;2023;9;21;18;6;39.499944;0.0388157;14;307.719;373.171187;233.327809;800.446385
3212;-1.64960773;101.1404704;738138.393;9817540.179;634.943;-634.943;2023;9;21;18;40;21.609643;0.0330128;20;314.083;197.455721;142.888344;186.494761
3213;-1.638564169;101.1511539;739328.869;9818760.417;1217.33;-1217.33;2023;9;28;7;5;1.828476;0.0196597;12;314.298;257.705445;138.023648;195.016249
3214;-1.634672125;101.1423262;738346.726;9819191.964;1089.489;-1089.489;2023;9;28;7;39;3.832552;0.0327129;18;200.807;128.492909;184.308283;242.21274
3215;-1.637367457;101.1380509;737870.536;9818894.345;1061.08;-1061.08;2023;9;28;7;40;2.519272;0.0263252;14;232.954;465.669303;389.213698;679.696894
3216;-1.636685426;101.1467401;738837.798;9818968.75;904.83;-904.83;2023;9;28;7;55;56.946956;0.0288021;18;293.17;175.989762;236.597521;454.482585
3217;-1.641128731;101.1434026;738465.774;9818477.679;478.693;-478.693;2023;9;28;7;56;5.492735;0.0279734;24;296.381;142.035652;101.383262;154.092364
3218;-1.64139593;101.1451408;738659.226;9818447.917;492.898;-492.898;2023;9;28;7;56;11.486618;0.0427444;20;300.297;251.561859;94.474953;321.502247
3219;-1.63669003;101.142462;738361.607;9818968.75;1529.83;-1529.83;2023;9;28;7;57;46.276622;0.0308465;18;279.091;174.426065;217.113353;158.202291
3220;-1.644077389;101.1537;739611.607;9818150.298;-1026.989;1026.989;2023;9;28;7;59;35.898457;0.0360814;20;317.604;183.225609;123.473548;489.325063
3221;-1.64287858;101.1426023;738376.488;9818284.226;166.193;-166.193;2023;9;28;8;1;35.723212;0.0135656;10;332.154;337.347995;230.392679;353.309864
3222;-1.640450282;101.1487495;739061.012;9818552.083;-146.307;146.307;2023;9;28;8;2;3.363576;0.0237764;20;306.155;209.816336;132.609293;309.589531
3223;-1.643952123;101.1451436;738659.226;9818165.179;237.216;-237.216;2023;9;28;8;2;40.309346;0.036633;22;305.762;210.422395;124.97076;212.694984
3224;-1.639511123;101.1463421;738793.155;9818656.25;109.375;-109.375;2023;9;28;8;7;49.710402;0.0211478;18;298.935;110.547999;80.451314;127.02471
3225;-1.643950677;101.1464805;738808.036;9818165.179;-4.261;4.261;2023;9;28;8;13;6.84071;0.0373609;22;307.646;187.210763;109.024733;244.165432
3226;-1.640317623;101.1470114;738867.56;9818566.964;180.398;-180.398;2023;9;28;8;15;50.847877;0.0226748;14;326.377;221.598552;196.071627;264.084831
3227;-1.646643288;101.1447454;738614.583;9817867.56;-629.261;629.261;2023;9;28;8;15;58.195898;0.0324739;18;310.547;358.686695;204.606594;441.247
3228;-1.642474969;101.1426018;738376.488;9818328.869;720.17;-720.17;2023;9;28;8;17;0.495618;0.0206542;12;331.518;257.558151;146.151616;223.32735
3229;-1.640060787;101.1356473;737602.679;9818596.726;563.92;-563.92;2023;9;28;8;17;24.296935;0.0103934;10;298.129;414.680042;151.568967;150.871582
3230;-1.638980319;101.1395232;738034.226;9818715.774;961.648;-961.648;2023;9;28;8;19;49.299552;0.0197192;18;261.151;82.415426;68.173682;108.700066
3231;-1.63979128;101.1360481;737647.321;9818626.488;691.761;-691.761;2023;9;28;8;20;55.526452;0.0269335;16;267.465;501.673843;206.453776;530.80589
3232;-1.640722965;101.1454075;738688.988;9818522.321;379.261;-379.261;2023;9;28;8;26;42.881262;0.0280885;26;299.336;124.797276;104.21535;121.805179
3233;-1.641595501;101.1472133;738889.881;9818425.595;-25.568;25.568;2023;9;28;8;26;46.839589;0.0442055;26;304.727;198.653229;145.203858;221.429633
3234;-1.642742022;101.1444738;738584.821;9818299.107;464.489;-464.489;2023;9;28;8;27;2.100451;0.0293756;26;302.189;137.193149;102.396634;167.004317
3235;-1.642869181;101.1512922;739343.75;9818284.226;-1012.784;1012.784;2023;9;28;8;29;31.021827;0.0300013;18;313.892;459.964151;123.248561;706.632217
3236;-1.638611892;101.1380856;737874.256;9818756.696;879.972;-879.972;2023;9;28;8;33;52.383476;0.039743;18;253.589;94.624293;74.60059;108.610317
3237;-1.642073087;101.1409971;738197.917;9818373.512;450.284;-450.284;2023;9;28;8;34;52.701038;0.040052;26;294.246;145.50894;142.863946;114.930393
3238;-1.640024533;101.1380871;737874.256;9818600.446;816.051;-816.051;2023;9;28;8;35;23.664381;0.0326315;26;262.09;106.038243;88.50897;94.75384
3239;-1.638738516;101.1454388;738692.708;9818741.815;-22.017;22.017;2023;9;28;8;35;37.040384;0.0145977;18;295.546;85.131293;62.3048;80.368178
3240;-1.642819158;101.135316;737565.476;9818291.667;585.227;-585.227;2023;9;28;8;36;6.2663;0.00834873;12;294.051;816.895501;370.815439;254.347986
3241;-1.641665148;101.1450074;738644.345;9818418.155;208.807;-208.807;2023;9;28;8;36;9.261727;0.0388933;26;300.65;199.022273;99.404992;177.567025
3242;-1.64374837;101.1469482;738860.119;9818187.5;315.341;-315.341;2023;9;28;8;36;18.695253;0.0597185;26;307.988;323.105405;136.71728;501.006697
3243;-1.641407162;101.1347129;737498.512;9818447.917;1004.261;-1004.261;2023;9;28;8;36;33.712682;0.0137818;12;303.59;190.44302;95.556995;155.016522
3244;-1.645029432;101.1442089;738555.06;9818046.131;38.352;-38.352;2023;9;28;8;36;39.875258;0.039589;20;306.844;157.627518;142.942066;271.079505
3245;-1.646922333;101.1355209;737587.798;9817837.798;1259.943;-1259.943;2023;9;28;8;37;37.715849;0.0381505;13;298.267;577.850017;212.568605;1266.089185
3246;-1.640861828;101.1413969;738242.56;9818507.44;663.352;-663.352;2023;9;28;8;37;40.766601;0.0218605;26;292.178;101.42286;83.181022;111.667528
3247;-1.641264998;101.1417984;738287.202;9818462.798;805.398;-805.398;2023;9;28;8;38;9.712571;0.0192799;26;294.095;104.622714;97.304501;96.812144
3248;-1.640048838;101.1467437;738837.798;9818596.726;379.261;-379.261;2023;9;28;8;39;3.324868;0.04292;26;300.939;182.568428;131.352551;286.925151
3249;-1.640192882;101.1379202;737855.655;9818581.845;705.966;-705.966;2023;9;28;8;39;16.254984;0.0311952;20;262.885;112.194201;92.131107;149.215611
3250;-1.644126258;101.139629;738045.387;9818146.577;247.869;-247.869;2023;9;28;8;39;29.691031;0.0227728;18;295.756;93.802241;75.240316;106.239456
3251;-1.642037905;101.1424343;738357.887;9818377.232;482.244;-482.244;2023;9;28;8;40;15.941136;0.0248731;26;297.338;108.507482;84.634175;105.532696
3252;-1.64247237;101.1450083;738644.345;9818328.869;407.67;-407.67;2023;9;28;8;40;38.481508;0.0301738;24;302.441;135.452396;91.522765;136.259829
3253;-1.643554152;101.1399292;738078.869;9818209.821;563.92;-563.92;2023;9;28;8;40;41.382031;0.0363509;26;294.617;122.15173;95.419752;107.704214
3254;-1.646240555;101.1439428;738525.298;9817912.202;137.784;-137.784;2023;9;28;8;41;2.164666;0.0222684;20;309.059;110.504084;90.364273;119.12949
3255;-1.638965898;101.1528923;739522.321;9818715.774;705.966;-705.966;2023;9;28;8;41;20.882024;0.0167201;10;319.057;577.627765;359.215284;508.962545
3256;-1.640324542;101.1405942;738153.274;9818566.964;478.693;-478.693;2023;9;28;8;41;55.05353;0.0248151;24;282.426;109.91674;101.873018;104.073838
3257;-1.638574406;101.1416618;738272.321;9818760.417;1501.42;-1501.42;2023;9;28;8;42;14.572999;0.0352451;14;322.453;231.375002;123.716317;148.004482
3258;-1.644227263;101.1395288;738034.226;9818135.417;961.648;-961.648;2023;9;28;8;42;19.552989;0.0350611;18;295.786;351.932135;138.072552;239.341963
3259;-1.641936964;101.1424676;738361.607;9818388.393;890.625;-890.625;2023;9;28;8;43;54.732379;0.0308954;18;302.387;241.881867;118.815351;340.25881
3260;-1.647784466;101.1469525;738860.119;9817741.071;-622.159;622.159;2023;9;28;8;44;16.908736;0.051791;22;314.48;166.218277;113.295907;440.408197
3261;-1.638033099;101.1446025;738599.702;9818819.94;1146.307;-1146.307;2023;9;28;8;44;28.379225;0.0345013;22;290.854;275.318076;168.986059;190.231595
